time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2024-05-09 11:00:00,61157.65,60623.94,60784.08,949.17,57802748.55,61039.3,direct,
2024-05-09 12:00:00,61588.59,61015.03,61039.3,674.81,41399480.19,61506.58,direct,
2024-05-09 13:00:00,61521.01,60869.36,61506.58,1285.69,78675820.18,61161.32,direct,
2024-05-09 14:00:00,61541.8,61108.47,61161.32,1235.93,75804171.19,61517.9,direct,
2024-05-09 15:00:00,62261.72,61455.12,61517.9,1758.52,108944485.6,62143.8,direct,
2024-05-09 16:00:00,62669.45,61818.06,62143.8,2060.69,128442444.21,61862.48,direct,
2024-05-09 17:00:00,62199.03,61749.74,61862.48,824.57,51111299.3,61945.47,direct,
2024-05-09 18:00:00,62251.1,61884.75,61945.47,675.0,41923285.34,62249.89,direct,
2024-05-09 19:00:00,62548.13,62174.63,62249.89,1092.63,68124943.36,62453.83,direct,
2024-05-09 20:00:00,62655.24,62351.55,62453.83,634.2,39641732.87,62632.43,direct,
2024-05-09 21:00:00,62820.49,62430.03,62632.43,640.86,40140078.88,62542.64,direct,
2024-05-09 22:00:00,63429.98,62492.87,62542.64,1100.98,69336783.76,63284.8,direct,
2024-05-09 23:00:00,63327.61,62863.05,63284.8,787.29,49631060.8,63077.18,direct,
2024-05-10 00:00:00,63093.4,62753.24,63077.18,519.65,32681620.45,62842.9,direct,
2024-05-10 01:00:00,62964.51,62666.92,62842.9,689.93,43338000.0,62881.07,direct,
2024-05-10 02:00:00,63039.91,62776.34,62881.07,452.62,28466914.35,62906.77,direct,
2024-05-10 03:00:00,62935.61,62803.19,62906.77,353.92,22252521.41,62916.46,direct,
2024-05-10 04:00:00,63006.35,62798.37,62916.46,371.64,23378966.24,62931.52,direct,
2024-05-10 05:00:00,62970.97,62673.39,62931.52,369.3,23187675.9,62772.72,direct,
2024-05-10 06:00:00,63223.93,62746.01,62772.72,667.84,42116347.13,63164.18,direct,
2024-05-10 07:00:00,63371.43,63001.1,63164.18,1082.7,68452410.82,63083.79,direct,
2024-05-10 08:00:00,63131.27,62857.2,63083.79,705.79,44457349.61,63041.96,direct,
2024-05-10 09:00:00,63204.1,62863.83,63041.96,399.07,25138111.32,63125.11,direct,
2024-05-10 10:00:00,63134.28,62864.94,63125.11,328.09,20671750.58,63027.66,direct,
2024-05-10 11:00:00,63315.93,62802.62,63027.66,718.37,45300614.39,63294.54,direct,
2024-05-10 12:00:00,63469.13,62955.98,63294.54,1083.89,68558014.89,63020.75,direct,
2024-05-10 13:00:00,63109.17,62817.23,63020.75,692.2,43592463.7,63009.4,direct,
2024-05-10 14:00:00,63076.78,60715.14,63009.4,4160.85,257305315.35,61068.18,direct,
2024-05-10 15:00:00,61296.71,60688.62,61068.18,2711.97,165355187.99,60911.95,direct,
2024-05-10 16:00:00,61274.63,60253.69,60911.95,2340.33,142381443.07,61058.87,direct,
2024-05-10 17:00:00,61059.07,60181.24,61058.87,2327.75,140920867.88,60375.62,direct,
2024-05-10 18:00:00,60737.87,60208.93,60375.62,1164.29,70404289.6,60693.41,direct,
2024-05-10 19:00:00,60858.2,60523.27,60693.41,1514.79,91895767.41,60659.09,direct,
2024-05-10 20:00:00,60938.48,60450.37,60659.09,907.81,55089973.8,60496.04,direct,
2024-05-10 21:00:00,60767.31,60437.76,60496.04,709.54,42978774.13,60699.88,direct,
2024-05-10 22:00:00,60918.58,60612.98,60699.88,640.76,38947240.22,60842.87,direct,
2024-05-10 23:00:00,60997.97,60770.69,60842.87,477.23,29070185.44,60790.82,direct,
2024-05-11 00:00:00,60920.12,60643.84,60790.82,583.59,35485781.9,60770.42,direct,
2024-05-11 01:00:00,61075.64,60754.62,60770.42,552.42,33648323.08,60867.6,direct,
2024-05-11 02:00:00,60948.5,60750.05,60867.6,318.1,19351364.14,60880.21,direct,
2024-05-11 03:00:00,60907.23,60708.8,60880.21,242.19,14725475.94,60724.28,direct,
2024-05-11 04:00:00,60865.05,60705.23,60724.28,282.01,17139667.66,60762.78,direct,
2024-05-11 05:00:00,60919.23,60761.12,60762.78,209.47,12749580.22,60915.68,direct,
2024-05-11 06:00:00,61061.46,60894.09,60915.68,249.79,15227595.28,60953.36,direct,
2024-05-11 07:00:00,61003.35,60863.09,60953.36,247.73,15092939.0,61003.35,direct,
2024-05-11 08:00:00,61047.48,60778.17,61003.35,294.62,17937600.05,60791.47,direct,
2024-05-11 09:00:00,60885.69,60675.56,60791.47,296.66,18028843.42,60880.15,direct,
2024-05-11 10:00:00,60885.06,60682.4,60880.15,203.25,12355342.21,60735.46,direct,
2024-05-11 11:00:00,60769.88,60474.73,60735.46,405.56,24590559.74,60670.11,direct,
2024-05-11 12:00:00,60798.42,60625.82,60670.11,230.37,13991394.72,60700.14,direct,
2024-05-11 13:00:00,60966.27,60660.96,60700.14,400.17,24346650.11,60955.45,direct,
2024-05-11 14:00:00,60984.59,60771.18,60955.45,335.1,20397158.4,60833.26,direct,
2024-05-11 15:00:00,61489.54,60833.07,60833.26,904.49,55292425.71,61165.27,direct,
2024-05-11 16:00:00,61394.44,61091.08,61165.27,533.26,32642974.71,61185.95,direct,
2024-05-11 17:00:00,61240.67,61009.05,61185.95,443.94,27117478.16,61092.13,direct,
2024-05-11 18:00:00,61286.04,61013.38,61092.13,334.67,20463166.92,61212.94,direct,
2024-05-11 19:00:00,61217.43,61054.26,61212.94,242.22,14801322.36,61131.61,direct,
2024-05-11 20:00:00,61143.81,60785.93,61131.61,387.06,23593787.18,61008.72,direct,
2024-05-11 21:00:00,61009.05,60843.32,61008.72,171.51,10446209.95,60922.29,direct,
2024-05-11 22:00:00,60987.14,60897.73,60922.29,198.8,12113533.2,60907.89,direct,
2024-05-11 23:00:00,60981.61,60765.78,60907.89,231.13,14068925.63,60823.19,direct,
2024-05-12 00:00:00,61080.71,60797.15,60823.19,256.21,15614434.78,60964.44,direct,
2024-05-12 01:00:00,61058.37,60844.4,60964.44,252.33,15372208.98,60853.97,direct,
2024-05-12 02:00:00,60951.62,60820.21,60853.97,182.61,11116489.39,60911.39,direct,
2024-05-12 03:00:00,60949.58,60845.25,60911.39,195.8,11922897.98,60915.62,direct,
2024-05-12 04:00:00,61097.46,60898.99,60915.62,227.14,13853497.12,61081.43,direct,
2024-05-12 05:00:00,61081.48,60964.78,61081.43,125.0,7625281.93,61023.15,direct,
2024-05-12 06:00:00,61042.98,60928.04,61023.15,125.51,7652709.64,60930.36,direct,
2024-05-12 07:00:00,60976.59,60600.9,60930.36,414.0,25159361.21,60802.55,direct,
2024-05-12 08:00:00,61085.34,60770.22,60802.55,415.52,25319172.6,61027.84,direct,
2024-05-12 09:00:00,61057.39,60942.91,61027.84,224.19,13674754.92,60982.51,direct,
2024-05-12 10:00:00,61342.58,60934.95,60982.51,530.23,32441153.06,61141.66,direct,
2024-05-12 11:00:00,61203.92,61095.6,61141.66,197.68,12089054.91,61123.88,direct,
2024-05-12 12:00:00,61205.58,61064.61,61123.88,221.35,13529625.85,61135.38,direct,
2024-05-12 13:00:00,61217.54,61077.98,61135.38,209.24,12795164.35,61176.58,direct,
2024-05-12 14:00:00,61291.54,61112.65,61176.58,368.73,22562393.17,61155.93,direct,
2024-05-12 15:00:00,61533.45,61136.03,61155.93,566.94,34772897.88,61400.04,direct,
2024-05-12 16:00:00,61838.51,61342.94,61400.04,837.42,51598742.96,61342.94,direct,
2024-05-12 17:00:00,61659.28,61170.91,61342.94,712.33,43781087.93,61608.46,direct,
2024-05-12 18:00:00,61638.26,61340.32,61608.46,299.42,18410631.27,61361.49,direct,
2024-05-12 19:00:00,61428.82,61209.1,61361.49,306.62,18805785.87,61398.97,direct,
2024-05-12 20:00:00,61418.77,61273.55,61398.97,293.27,17991914.71,61274.45,direct,
2024-05-12 21:00:00,61296.67,60914.13,61274.45,558.63,34153842.43,61223.13,direct,
2024-05-12 22:00:00,61393.14,61187.81,61223.13,390.19,23923366.07,61309.91,direct,
2024-05-12 23:00:00,61519.4,61253.6,61309.91,304.15,18681873.68,61459.22,direct,
2024-05-13 00:00:00,61772.31,61456.96,61459.22,405.54,24970544.76,61491.64,direct,
2024-05-13 01:00:00,61523.83,61171.3,61491.64,657.29,40329401.14,61399.66,direct,
2024-05-13 02:00:00,61481.16,60948.15,61399.66,908.71,55562742.4,61035.43,direct,
2024-05-13 03:00:00,61177.03,60758.38,61035.43,770.34,46943578.34,61153.16,direct,
2024-05-13 04:00:00,61153.87,60888.86,61153.16,397.77,24274975.1,60974.69,direct,
2024-05-13 05:00:00,61005.56,60801.7,60974.69,372.14,22673375.12,60856.42,direct,
2024-05-13 06:00:00,61542.63,60795.1,60856.42,593.75,36359761.35,61492.42,direct,
2024-05-13 07:00:00,62434.11,61454.77,61492.42,1329.9,82330221.33,62327.52,direct,
2024-05-13 08:00:00,63050.5,62324.24,62327.52,1908.01,119645451.53,62749.89,direct,
2024-05-13 09:00:00,63262.04,62749.89,62749.89,888.62,55993662.71,63043.5,direct,
2024-05-13 10:00:00,63066.77,62370.48,63043.5,1136.22,71231886.64,62667.37,direct,
2024-05-13 11:00:00,62741.05,62480.38,62667.37,617.79,38687473.81,62714.71,direct,
2024-05-13 12:00:00,62890.79,62412.67,62714.71,841.26,52752136.07,62829.83,direct,
2024-05-13 13:00:00,63023.79,62590.12,62829.83,1353.09,84997357.33,62760.56,direct,
2024-05-13 14:00:00,63100.29,62721.4,62760.56,1606.74,101071235.83,62753.41,direct,
2024-05-13 15:00:00,63193.14,62714.66,62753.41,1407.85,88663811.91,63003.58,direct,
2024-05-13 16:00:00,63445.72,62930.56,63003.58,1476.82,93315968.88,63175.4,direct,
2024-05-13 17:00:00,63181.75,62611.34,63175.4,1071.37,67283808.43,62802.95,direct,
2024-05-13 18:00:00,62817.76,62558.49,62802.95,603.53,37846828.83,62777.63,direct,
2024-05-13 19:00:00,63184.48,62777.53,62777.63,1052.33,66305389.13,63176.11,direct,
2024-05-13 20:00:00,63190.69,63004.95,63176.11,520.65,32850880.9,63094.29,direct,
2024-05-13 21:00:00,63115.72,62831.18,63094.29,341.19,21489204.74,62895.38,direct,
2024-05-13 22:00:00,62941.58,62717.96,62895.38,558.47,35087363.39,62769.15,direct,
2024-05-13 23:00:00,62966.57,62716.0,62769.15,430.64,27066404.46,62932.29,direct,
2024-05-14 00:00:00,63097.07,62490.33,62932.29,2186.59,137165734.08,62798.45,direct,
2024-05-14 01:00:00,62998.97,62566.34,62798.45,1586.76,99562403.82,62634.12,direct,
2024-05-14 02:00:00,62685.05,61957.77,62634.12,3515.43,219538959.54,62488.57,direct,
2024-05-14 03:00:00,62637.1,62226.87,62488.57,2132.13,132986866.21,62419.36,direct,
2024-05-14 04:00:00,62596.48,62212.41,62419.36,840.4,52428909.1,62490.53,direct,
2024-05-14 05:00:00,62707.18,62432.56,62490.53,363.21,22740244.33,62665.34,direct,
2024-05-14 06:00:00,62665.42,61383.6,62665.34,1623.5,100450577.79,61998.8,direct,
2024-05-14 07:00:00,62067.32,61788.05,61998.8,743.95,46064155.81,61989.22,direct,
2024-05-14 08:00:00,61993.84,61670.27,61989.22,540.02,33391363.86,61824.39,direct,
2024-05-14 09:00:00,61923.39,61726.93,61824.39,345.82,21382573.79,61767.27,direct,
2024-05-14 10:00:00,61791.1,61492.32,61767.27,768.14,47355822.93,61692.68,direct,
2024-05-14 11:00:00,61856.95,61670.35,61692.68,498.72,30810222.71,61760.5,direct,
2024-05-14 12:00:00,62061.54,61123.45,61760.5,1759.45,108394705.88,61527.01,direct,
2024-05-14 13:00:00,62015.76,61412.98,61527.01,1110.52,68632397.95,61667.57,direct,
2024-05-14 14:00:00,62265.33,61094.77,61667.57,1845.73,113759831.57,61770.48,direct,
2024-05-14 15:00:00,61999.59,61620.02,61770.48,1060.8,65566724.63,61754.8,direct,
2024-05-14 16:00:00,61784.75,61195.89,61754.8,1108.68,68148828.88,61387.92,direct,
2024-05-14 17:00:00,61477.28,61112.69,61387.92,1118.08,68509532.91,61270.16,direct,
2024-05-14 18:00:00,61418.23,61178.08,61270.16,636.31,39014716.6,61390.78,direct,
2024-05-14 19:00:00,61641.25,61354.69,61390.78,776.47,47763654.89,61553.09,direct,
2024-05-14 20:00:00,61668.38,61522.2,61553.09,464.17,28587477.02,61577.0,direct,
2024-05-14 21:00:00,61755.35,61452.54,61577.0,581.87,35872081.64,61665.73,direct,
2024-05-14 22:00:00,61742.15,61547.68,61665.73,430.73,26559432.83,61686.45,direct,
2024-05-14 23:00:00,61701.64,61513.2,61686.45,354.55,21832626.94,61548.48,direct,
2024-05-15 00:00:00,61767.39,61325.48,61548.48,489.51,30129875.91,61409.58,direct,
2024-05-15 01:00:00,61724.9,61400.67,61409.58,376.82,23224175.29,61670.48,direct,
2024-05-15 02:00:00,61874.24,61668.52,61670.48,391.44,24182621.33,61752.03,direct,
2024-05-15 03:00:00,61999.26,61751.91,61752.03,399.46,24726126.64,61930.97,direct,
2024-05-15 04:00:00,61965.81,61806.13,61930.97,471.29,29169877.85,61882.44,direct,
2024-05-15 05:00:00,62047.52,61871.82,61882.44,412.71,25572023.44,61918.75,direct,
2024-05-15 06:00:00,61969.39,61825.16,61918.75,291.34,18034687.31,61954.48,direct,
2024-05-15 07:00:00,62265.19,61888.78,61954.48,547.5,33987540.54,62189.88,direct,
2024-05-15 08:00:00,62256.93,62050.15,62189.88,581.3,36119493.81,62144.97,direct,
2024-05-15 09:00:00,62901.27,61934.07,62144.97,1149.25,71711828.23,62666.67,direct,
2024-05-15 10:00:00,62981.55,62398.68,62666.67,1011.37,63397473.36,62684.82,direct,
2024-05-15 11:00:00,62833.87,62258.07,62684.82,891.17,55696080.77,62467.26,direct,
2024-05-15 12:00:00,64164.08,62424.48,62467.26,4726.4,299852214.06,63753.8,direct,
2024-05-15 13:00:00,64692.33,63545.93,63753.8,4075.45,261628536.59,64163.34,direct,
2024-05-15 14:00:00,64521.0,64008.7,64163.34,2351.39,151107096.34,64518.32,direct,
2024-05-15 15:00:00,65095.95,64410.27,64518.32,3731.96,241876646.03,64740.9,direct,
2024-05-15 16:00:00,65158.51,64740.83,64740.9,2374.37,154121391.61,64786.74,direct,
2024-05-15 17:00:00,65160.14,64786.66,64786.74,2106.28,136949912.04,65107.02,direct,
2024-05-15 18:00:00,65857.81,65013.82,65107.02,3559.84,232844564.87,65769.23,direct,
2024-05-15 19:00:00,66467.29,65344.7,65769.23,4888.73,322312856.72,66075.69,direct,
2024-05-15 20:00:00,66144.16,65801.3,66075.69,2088.31,137640726.39,65980.37,direct,
2024-05-15 21:00:00,66224.34,65843.23,65980.37,1224.11,80743755.65,65900.67,direct,
2024-05-15 22:00:00,66329.42,65885.18,65900.67,1208.53,79917095.86,66148.41,direct,
2024-05-15 23:00:00,66464.68,66106.91,66148.41,1359.85,90126978.95,66245.16,direct,
2024-05-16 00:00:00,66681.79,65983.73,66245.16,1295.58,85914281.32,66109.66,direct,
2024-05-16 01:00:00,66227.26,65871.3,66109.66,762.18,50322597.89,66001.88,direct,
2024-05-16 02:00:00,66122.24,65792.58,66001.88,597.91,39446477.13,65930.27,direct,
2024-05-16 03:00:00,66099.24,65832.66,65930.27,510.31,33680020.71,65997.57,direct,
2024-05-16 04:00:00,66020.83,65820.77,65997.57,515.26,33961373.1,65833.5,direct,
2024-05-16 05:00:00,65914.33,65773.96,65833.5,422.85,27841054.27,65801.67,direct,
2024-05-16 06:00:00,66008.49,65677.68,65801.67,682.8,44982973.92,65974.65,direct,
2024-05-16 07:00:00,66296.34,65951.38,65974.65,1272.41,84210431.89,66181.53,direct,
2024-05-16 08:00:00,66467.07,66131.75,66181.53,972.45,64442387.14,66309.67,direct,
2024-05-16 09:00:00,66371.93,66125.6,66309.67,564.16,37387593.16,66366.31,direct,
2024-05-16 10:00:00,66366.47,66129.53,66366.31,492.83,32630636.29,66184.62,direct,
2024-05-16 11:00:00,66590.08,66040.19,66184.62,836.75,55430700.63,66531.48,direct,
2024-05-16 12:00:00,66760.54,65945.01,66531.48,1871.42,124041941.62,66032.22,direct,
2024-05-16 13:00:00,66385.21,65803.42,66032.22,1480.78,97864651.59,66360.09,direct,
2024-05-16 14:00:00,66416.15,65621.59,66360.09,2140.46,141228820.48,65621.59,direct,
2024-05-16 15:00:00,65915.27,65389.5,65621.59,1420.64,93277963.03,65840.13,direct,
2024-05-16 16:00:00,65843.07,65108.66,65840.13,1542.87,100864726.43,65151.89,direct,
2024-05-16 17:00:00,65386.55,64600.05,65151.89,1972.25,128002880.69,64994.61,direct,
2024-05-16 18:00:00,65203.96,64836.57,64994.61,954.24,62050730.95,65126.32,direct,
2024-05-16 19:00:00,65579.13,65093.54,65126.32,1869.8,122097163.19,65184.6,direct,
2024-05-16 20:00:00,65304.4,65058.8,65184.6,604.87,39429660.37,65283.16,direct,
2024-05-16 21:00:00,65512.06,65255.27,65283.16,568.92,37195471.29,65472.87,direct,
2024-05-16 22:00:00,65493.41,65156.17,65472.87,497.78,32517450.31,65434.53,direct,
2024-05-16 23:00:00,65435.53,65200.25,65434.53,426.42,27842367.18,65250.53,direct,
2024-05-17 00:00:00,65502.48,65247.77,65250.53,358.38,23422888.39,65500.68,direct,
2024-05-17 01:00:00,65501.66,65120.39,65500.68,509.88,33310574.59,65347.65,direct,
2024-05-17 02:00:00,65453.79,65193.27,65347.65,324.6,21199714.13,65391.39,direct,
2024-05-17 03:00:00,65875.55,65360.6,65391.39,866.82,56903514.26,65600.37,direct,
2024-05-17 04:00:00,65638.83,65384.95,65600.37,388.49,25458614.0,65468.31,direct,
2024-05-17 05:00:00,65716.91,65450.32,65468.31,301.91,19790784.46,65716.85,direct,
2024-05-17 06:00:00,66159.72,65602.42,65716.85,619.99,40826043.89,65965.53,direct,
2024-05-17 07:00:00,66490.6,65965.52,65965.53,1864.17,123549372.71,66414.62,direct,
2024-05-17 08:00:00,66472.6,66083.1,66414.62,842.89,55813270.91,66155.41,direct,
2024-05-17 09:00:00,66393.55,66089.35,66155.41,388.89,25767342.12,66356.85,direct,
2024-05-17 10:00:00,66527.21,66202.11,66356.85,594.63,39475643.51,66504.91,direct,
2024-05-17 11:00:00,66570.49,66211.42,66504.91,578.13,38336972.35,66230.18,direct,
2024-05-17 12:00:00,66557.28,66136.34,66230.18,806.43,53522784.76,66398.19,direct,
2024-05-17 13:00:00,66466.02,65843.05,66398.19,1207.69,79899648.6,65961.87,direct,
2024-05-17 14:00:00,66885.29,65929.97,65961.87,2591.0,172040332.81,66855.03,direct,
2024-05-17 15:00:00,67489.24,66597.34,66855.03,3326.86,223287265.88,67237.28,direct,
2024-05-17 16:00:00,67344.39,66954.71,67237.28,1586.09,106548147.35,66973.59,direct,
2024-05-17 17:00:00,67048.59,66699.05,66973.59,1166.22,77999334.14,66749.87,direct,
2024-05-17 18:00:00,66887.2,66263.44,66749.87,1448.27,96417170.15,66851.75,direct,
2024-05-17 19:00:00,67113.73,66675.59,66851.75,1684.62,112657003.36,67097.42,direct,
2024-05-17 20:00:00,67098.33,66803.37,67097.42,747.4,50020366.1,66928.53,direct,
2024-05-17 21:00:00,66948.74,66778.81,66928.53,318.7,21308337.17,66855.97,direct,
2024-05-17 22:00:00,66855.97,66715.56,66855.97,329.56,22006672.5,66803.05,direct,
2024-05-17 23:00:00,67091.8,66729.72,66803.05,488.85,32712587.66,67051.35,direct,
2024-05-18 00:00:00,67107.54,66775.58,67051.35,481.66,32230411.08,66931.62,direct,
2024-05-18 01:00:00,67040.74,66803.38,66931.62,361.27,24175503.14,67007.53,direct,
2024-05-18 02:00:00,67078.86,66837.99,67007.53,348.19,23316339.09,66936.51,direct,
2024-05-18 03:00:00,67035.29,66889.67,66936.51,294.36,19708288.52,66979.17,direct,
2024-05-18 04:00:00,67025.92,66833.27,66979.17,301.64,20188847.5,66916.52,direct,
2024-05-18 05:00:00,66916.53,66842.78,66916.52,199.55,13345448.9,66884.65,direct,
2024-05-18 06:00:00,66970.5,66768.97,66884.65,245.37,16400369.23,66945.18,direct,
2024-05-18 07:00:00,67249.92,66865.41,66945.18,584.1,39157794.44,66922.83,direct,
2024-05-18 08:00:00,67108.8,66881.52,66922.83,299.2,20047680.82,67049.01,direct,
2024-05-18 09:00:00,67164.89,67028.31,67049.01,307.36,20623224.14,67151.63,direct,
2024-05-18 10:00:00,67310.03,67067.35,67151.63,675.78,45405112.64,67239.56,direct,
2024-05-18 11:00:00,67397.7,67147.42,67239.56,476.68,32074036.54,67217.2,direct,
2024-05-18 12:00:00,67258.15,66937.35,67217.2,389.3,26128390.87,66978.41,direct,
2024-05-18 13:00:00,67099.75,66834.58,66978.41,502.78,33670523.32,66893.07,direct,
2024-05-18 14:00:00,67067.32,66640.19,66893.07,819.74,54809345.69,66816.5,direct,
2024-05-18 15:00:00,66913.73,66633.01,66816.5,559.23,37361580.91,66842.61,direct,
2024-05-18 16:00:00,67009.93,66738.42,66842.61,398.34,26646004.05,66899.58,direct,
2024-05-18 17:00:00,66981.08,66773.0,66899.58,278.1,18599855.66,66875.14,direct,
2024-05-18 18:00:00,66920.4,66791.4,66875.14,179.14,11972964.14,66814.69,direct,
2024-05-18 19:00:00,66966.85,66787.53,66814.69,155.56,10401562.08,66933.66,direct,
2024-05-18 20:00:00,67040.79,66896.83,66933.66,294.71,19738769.92,66992.45,direct,
2024-05-18 21:00:00,67011.09,66829.56,66992.45,169.76,11360084.66,66917.1,direct,
2024-05-18 22:00:00,67018.24,66842.98,66917.1,243.95,16323562.68,66942.48,direct,
2024-05-18 23:00:00,67059.2,66916.17,66942.48,186.46,12488343.33,66927.56,direct,
2024-05-19 00:00:00,67000.0,66856.67,66927.56,179.76,12031901.3,66917.16,direct,
2024-05-19 01:00:00,66981.84,66898.69,66917.16,125.26,8384725.29,66936.95,direct,
2024-05-19 02:00:00,67223.64,66936.94,66936.95,362.32,24306560.67,67209.59,direct,
2024-05-19 03:00:00,67292.85,67097.07,67209.59,310.81,20884670.35,67171.56,direct,
2024-05-19 04:00:00,67188.44,67003.7,67171.56,206.42,13846756.66,67154.04,direct,
2024-05-19 05:00:00,67174.95,67095.82,67154.04,140.37,9423155.9,67112.36,direct,
2024-05-19 06:00:00,67157.16,66944.96,67112.36,201.34,13496179.62,67039.58,direct,
2024-05-19 07:00:00,67339.45,66996.49,67039.58,312.58,21005302.5,67332.16,direct,
2024-05-19 08:00:00,67348.47,67114.16,67332.16,269.23,18096528.35,67170.22,direct,
2024-05-19 09:00:00,67195.23,67010.07,67170.22,231.0,15496916.82,67182.8,direct,
2024-05-19 10:00:00,67696.21,67130.24,67182.8,1190.02,80319662.88,67283.3,direct,
2024-05-19 11:00:00,67396.44,66979.56,67283.3,661.12,44415996.45,67339.44,direct,
2024-05-19 12:00:00,67340.2,66814.13,67339.44,536.17,35916628.37,66849.09,direct,
2024-05-19 13:00:00,67171.72,66700.24,66849.09,585.18,39149071.74,67052.53,direct,
2024-05-19 14:00:00,67150.81,66867.68,67052.53,353.03,23659533.51,66938.37,direct,
2024-05-19 15:00:00,66995.51,66763.89,66938.37,371.96,24875150.33,66904.74,direct,
2024-05-19 16:00:00,67002.77,66570.35,66904.74,561.63,37505699.21,66674.85,direct,
2024-05-19 17:00:00,66832.55,66572.32,66674.85,471.68,31470158.77,66728.66,direct,
2024-05-19 18:00:00,66767.61,66538.62,66728.66,282.59,18832589.47,66584.62,direct,
2024-05-19 19:00:00,66638.9,65878.18,66584.62,1096.54,72636661.59,66042.26,direct,
2024-05-19 20:00:00,66296.56,66012.84,66042.26,357.06,23640307.99,66158.68,direct,
2024-05-19 21:00:00,66347.11,66008.18,66158.68,268.56,17769929.83,66279.65,direct,
2024-05-19 22:00:00,66449.06,66254.19,66279.65,407.52,27038264.12,66355.06,direct,
2024-05-19 23:00:00,66355.08,66213.41,66355.06,243.5,16136094.78,66268.25,direct,
2024-05-20 00:00:00,66479.86,66155.58,66268.25,480.28,31831321.86,66451.21,direct,
2024-05-20 01:00:00,66566.56,66071.74,66451.21,688.73,45692504.48,66524.79,direct,
2024-05-20 02:00:00,66757.21,66504.44,66524.79,671.7,44762625.12,66665.69,direct,
2024-05-20 03:00:00,66753.21,66568.71,66665.69,360.84,24053151.03,66675.69,direct,
2024-05-20 04:00:00,67141.74,66628.93,66675.69,565.49,37840148.38,67133.98,direct,
2024-05-20 05:00:00,67291.72,67060.63,67133.98,563.65,37857750.26,67140.32,direct,
2024-05-20 06:00:00,67159.78,66309.36,67140.32,896.57,59914217.59,66420.07,direct,
2024-05-20 07:00:00,66900.56,66369.93,66420.07,669.31,44627908.06,66829.06,direct,
2024-05-20 08:00:00,67057.33,66751.61,66829.06,441.84,29560729.74,66767.48,direct,
2024-05-20 09:00:00,66994.15,66759.58,66767.48,467.47,31282967.93,66907.12,direct,
2024-05-20 10:00:00,67344.84,66876.95,66907.12,1137.99,76370344.51,67118.29,direct,
2024-05-20 11:00:00,67306.52,66921.45,67118.29,615.41,41330214.95,67002.98,direct,
2024-05-20 12:00:00,67089.78,66798.17,67002.98,605.67,40545244.58,66937.73,direct,
2024-05-20 13:00:00,67189.82,66786.29,66937.73,1144.92,76738451.38,67106.67,direct,
2024-05-20 14:00:00,67120.82,66765.02,67106.67,915.41,61243726.6,66994.98,direct,
2024-05-20 15:00:00,67504.58,66896.04,66994.98,1587.34,106783635.92,67428.45,direct,
2024-05-20 16:00:00,68276.83,67402.82,67428.45,3910.67,265533093.85,68232.85,direct,
2024-05-20 17:00:00,68667.45,68070.9,68232.85,2362.06,161417170.14,68364.85,direct,
2024-05-20 18:00:00,68798.92,68344.44,68364.85,1997.96,136967420.34,68779.27,direct,
2024-05-20 19:00:00,70111.86,68647.85,68779.27,6340.83,441014301.96,70058.74,direct,
2024-05-20 20:00:00,70439.27,69222.55,70058.74,4081.24,284828554.78,69527.6,direct,
2024-05-20 21:00:00,69786.88,68937.93,69527.6,2292.91,158845953.32,69745.68,direct,
2024-05-20 22:00:00,69976.31,69569.4,69745.68,1408.12,98145811.52,69615.46,direct,
2024-05-20 23:00:00,71546.4,69610.06,69615.46,4054.08,287522564.01,71430.23,direct,
2024-05-21 00:00:00,71964.79,71117.81,71430.23,2926.96,208992743.11,71286.11,direct,
2024-05-21 01:00:00,71286.61,70708.15,71286.11,1822.9,129484471.98,71082.39,direct,
2024-05-21 02:00:00,71388.16,70892.12,71082.39,1153.67,82044286.83,71269.08,direct,
2024-05-21 03:00:00,71397.46,71125.32,71269.08,734.15,52329605.15,71287.28,direct,
2024-05-21 04:00:00,71289.09,70820.48,71287.28,937.49,66584092.37,70894.57,direct,
2024-05-21 05:00:00,71206.69,70826.4,70894.57,950.1,67444464.94,71184.41,direct,
2024-05-21 06:00:00,71387.31,71094.41,71184.41,751.1,53508441.07,71192.84,direct,
2024-05-21 07:00:00,71214.82,70864.48,71192.84,910.01,64636550.35,70866.71,direct,
2024-05-21 08:00:00,71041.37,70840.4,70866.71,811.22,57548554.27,70900.41,direct,
2024-05-21 09:00:00,71052.74,70869.56,70900.41,501.65,35606950.92,70975.29,direct,
2024-05-21 10:00:00,71274.3,70948.16,70975.29,809.65,57559702.59,71036.6,direct,
2024-05-21 11:00:00,71436.39,70965.35,71036.6,1041.65,74170023.54,71113.89,direct,
2024-05-21 12:00:00,71434.85,71043.48,71113.89,1151.87,82085003.87,71335.43,direct,
2024-05-21 13:00:00,71337.35,70535.08,71335.43,1906.84,135291977.13,70582.78,direct,
2024-05-21 14:00:00,70921.0,70182.08,70582.78,2134.2,150576156.07,70194.91,direct,
2024-05-21 15:00:00,70474.24,69659.23,70194.91,1952.12,136856574.51,69788.72,direct,
2024-05-21 16:00:00,70234.3,69636.46,69788.72,1613.24,112781627.76,69638.74,direct,
2024-05-21 17:00:00,69914.9,69530.26,69638.74,1203.87,83929954.84,69833.19,direct,
